user_id,session_id,subscription_type,journey
217381,3755146,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
219706,4083656,Monthly,"Homepage-Pricing-Pricing-Homepage-Homepage-Sign up-Career tracks-Career tracks-Homepage-Career tracks"
219706,4089893,Monthly,Checkout-Checkout-Pricing-Checkout
219706,4089902,Monthly,Checkout-Checkout
219706,4093799,Monthly,Pricing-Checkout
219706,4099827,Monthly,Pricing-Checkout
219706,4099923,Monthly,Checkout-Checkout
219706,4099939,Monthly,Checkout-Checkout
219706,4099950,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
219706,4105641,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
219706,4105658,Monthly,Checkout-Checkout-Checkout-Checkout
220511,3918994,Annual,"Log in-Log in-Pricing-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
220511,3995377,Annual,"Log in-Log in-Homepage-Log in"
220511,4000183,Annual,"Log in-Log in"
220511,4028795,Annual,Coupon-Coupon-Coupon-Coupon
220511,4028808,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
220744,3647311,Annual,Coupon-Coupon
220744,3699391,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
220744,3699432,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
222389,3269946,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Pricing-Checkout-Homepage-Pricing
222389,3272384,Annual,Checkout-Checkout-Checkout-Checkout
222389,3684615,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
222389,3684645,Annual,Coupon-Coupon
222389,4061136,Annual,"Log in-Log in-Log in-Log in"
222389,4061169,Annual,Checkout-Checkout
222389,4088553,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
222389,4095448,Annual,"Career track certificate-Career tracks-Homepage-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career tracks-Career tracks"
222389,4113365,Annual,Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage
222389,4126258,Annual,"Career track certificate-Career track certificate-Homepage-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate"
222389,4137455,Annual,"Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks"
222389,4138168,Annual,Homepage-Homepage-Homepage-Homepage
222389,4139677,Annual,Pricing-Checkout-Other-Pricing-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
222389,4140838,Annual,Homepage-Homepage
222389,4158598,Annual,Checkout-Checkout
222389,4158603,Annual,Pricing-Checkout
222389,4158612,Annual,Pricing-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Pricing-Checkout-Checkout-Checkout-Homepage-Pricing-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
222389,4158659,Annual,Other-Pricing
222389,4158748,Annual,Pricing-Checkout
222389,4173813,Annual,"Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
222389,4177112,Annual,Checkout-Checkout
222389,4209121,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
223121,3340688,Monthly,Homepage-Homepage-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Homepage-Other-Homepage-Other-Homepage-Other-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Homepage-Other-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Pricing-Homepage-Homepage-Homepage-Homepage-Homepage-Pricing-Pricing-Other-Homepage-Other-Homepage-Other-Homepage-Other-Homepage-Other-Homepage-Homepage-Other-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Pricing-Pricing-Homepage-Homepage-Pricing-Homepage-Homepage-Homepage-Pricing-Homepage-Homepage-Pricing-Homepage-Pricing-Homepage-Pricing-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Pricing-Homepage-Pricing-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Pricing-Pricing-Pricing-Homepage-Homepage-Homepage-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing
223121,3354220,Monthly,"Pricing-Career tracks-Pricing-Career tracks-Career tracks-Career tracks-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Career tracks-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Career tracks-Pricing-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Pricing-Career tracks-Pricing-Career tracks-Pricing-Career tracks-Pricing-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Pricing-Career tracks-Pricing-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing"
223121,3354280,Monthly,"Pricing-Sign up-Pricing-Sign up-Pricing-Sign up-Pricing-Sign up-Pricing-Sign up"
223121,3354299,Monthly,"Log in-Log in-Sign up-Log in-Sign up-Log in-Sign up-Log in-Log in-Log in-Sign up-Log in-Sign up-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
223121,3380286,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
223121,3392353,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
223121,3396734,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
223121,3444031,Monthly,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
223597,3554494,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in-Homepage-Log in-Homepage-Log in-Homepage-Log in"
223597,3554824,Monthly,"Log in-Log in-Log in-Log in-Log in-Log in"
223597,3554841,Monthly,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
223721,3690189,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Homepage-Pricing-Pricing-Checkout-Checkout-Checkout
223721,3690317,Annual,"Log in-Log in-Log in-Log in"
223721,3699037,Annual,Checkout-Checkout-Checkout-Checkout
223777,4127667,Monthly,"Homepage-Log in-Log in-Log in"
223777,4127784,Monthly,Checkout-Checkout-Checkout-Checkout
223777,4127876,Monthly,Checkout-Checkout
223777,4127928,Monthly,Checkout-Checkout
223883,3161253,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
223883,3161821,Annual,"Log in-Log in"
223883,3321695,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
223883,3392081,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
223883,3502685,Annual,"Course certificate-Career track certificate-Other-Course certificate-Course certificate-Course certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate"
223883,3502698,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
223883,3512181,Annual,"Log in-Log in"
223883,3512285,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
223883,3784038,Annual,"Log in-Log in-Homepage-Log in-Log in-Log in"
223883,3784043,Annual,"Log in-Log in-Log in-Log in"
223883,4531453,Annual,Other-Other-Other-Other
223883,4531494,Annual,Other-Other-Other-Other
223883,4762099,Annual,"Log in-Log in-Homepage-Log in-Log in-Log in"
223883,4762103,Annual,Checkout-Checkout
226950,3615932,Annual,Coupon-Coupon
227784,3628411,Annual,"Course certificate-Course certificate-Career tracks-Course certificate"
227784,3705080,Annual,Homepage-Pricing-Homepage-Pricing
227784,3725382,Annual,"Sign up-Sign up-Log in-Log in-Sign up-Log in"
227784,3726149,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
227846,3616436,Annual,Coupon-Coupon-Coupon-Coupon
228059,3144211,Annual,"Log in-Log in"
228059,3171623,Annual,"Log in-Log in"
228059,3601625,Annual,"Log in-Log in"
228059,3641986,Annual,"Log in-Log in"
228059,3707094,Annual,"Log in-Log in"
228059,3708671,Annual,Checkout-Checkout
228059,3726101,Annual,"Log in-Log in"
228059,3738997,Annual,Coupon-Coupon
228059,3743666,Annual,"Log in-Log in"
228059,3743770,Annual,Checkout-Checkout
230961,3854344,Annual,"Sign up-Log in-Homepage-Sign up"
230961,3858121,Annual,"Homepage-Log in"
230961,3958312,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
230961,4009603,Annual,Checkout-Checkout-Checkout-Checkout
230961,4036323,Annual,Checkout-Checkout
230961,4063198,Annual,Checkout-Checkout
230961,4081953,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
230961,4180157,Annual,Checkout-Checkout
230961,4180165,Annual,Checkout-Checkout
230961,4203940,Annual,Checkout-Checkout
230961,4245692,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
230961,4247227,Annual,"Homepage-Log in"
230961,4247237,Annual,Checkout-Checkout
230961,4247361,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
230961,4247372,Annual,"Homepage-Log in-Log in-Log in"
230961,4247381,Annual,Checkout-Checkout
230961,4247596,Annual,Checkout-Checkout
230961,4248040,Annual,Checkout-Checkout
230961,4258988,Annual,Checkout-Checkout
230961,4489063,Annual,Checkout-Checkout
230961,4510958,Annual,Checkout-Checkout
230961,4655484,Annual,Checkout-Checkout
230961,4688711,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
233544,3568724,Annual,"Log in-Log in-Homepage-Log in"
233544,4774708,Annual,"Homepage-Log in-Log in-Log in"
233544,4775100,Annual,"Log in-Log in-Log in-Log in"
233544,4804211,Annual,"Log in-Log in"
233544,4804225,Annual,"Log in-Log in-Log in-Log in"
233544,4804240,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
233544,4804293,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
233544,4804435,Annual,"Log in-Log in-Log in-Log in"
233544,4805380,Annual,"Log in-Log in-Log in-Log in"
233544,4805385,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
235712,3599697,Annual,"Career track certificate-Career track certificate-Homepage-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate"
235712,3810946,Annual,Pricing-Pricing-Pricing-Pricing-Homepage-Pricing-Pricing-Pricing
235712,3811342,Annual,"Career tracks-Career tracks-Career tracks-Sign up"
235712,3812328,Annual,Homepage-Pricing
235712,3812329,Annual,Homepage-Pricing
235712,3846688,Annual,"Pricing-Log in-Log in-Log in"
235712,3891143,Annual,"Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks"
235712,3891188,Annual,"Career tracks-Courses-Courses-Courses"
235712,3891231,Annual,"Career tracks-Courses-Career tracks-Career tracks-Courses-Courses-Courses-Courses-Courses-Courses"
235712,3891239,Annual,"Log in-Log in"
235712,3901229,Annual,"Log in-Log in"
235712,3901320,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
235712,3901407,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
235712,3901549,Annual,"Log in-Log in-Log in-Log in-Log in-Log in"
235712,3906252,Annual,"Homepage-Log in-Log in-Log in"
235712,3906256,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
236893,4461363,Quaterly,"Homepage-Pricing-Pricing-Log in"
236893,4461384,Quaterly,Checkout-Checkout
237247,3698231,Annual,"Log in-Log in-Log in-Log in-Homepage-Log in"
237247,3699590,Annual,Checkout-Checkout
244110,4169356,Annual,"Sign up-Sign up-Sign up-Sign up-Other-Sign up-Career tracks-Career tracks-Career tracks-Career tracks-Homepage-Career tracks-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Homepage-Homepage-Career tracks-Career tracks-Sign up-Sign up-Homepage-Homepage"
244110,4169473,Annual,"Log in-Log in-Log in-Log in"
244110,4183928,Annual,"Log in-Log in-Homepage-Log in-Log in-Log in"
244110,4292889,Annual,"Course certificate-Sign up-Course certificate-Course certificate-Log in-Log in-Course certificate-Course certificate-Course certificate-Course certificate-Log in-Log in-Log in-Log in-Course certificate-Log in-Homepage-Course certificate-Log in-Log in-Log in-Log in-Log in-Log in-Course certificate-Course certificate"
244110,4749312,Annual,Other-Other-Other-Other-Other-Other
244110,4780839,Annual,"Blog-Log in-Log in-Log in"
244110,4780889,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
244693,3767111,Annual,Coupon-Coupon-Coupon-Coupon
247070,4814058,Annual,"Homepage-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Course certificate-Course certificate-Course certificate-Course certificate"
247070,4827345,Annual,"Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
247070,4827470,Annual,Checkout-Checkout-Checkout-Checkout
248835,3395179,Annual,"Homepage-Pricing-Pricing-Career tracks-Career tracks-Career tracks-Career tracks-Log in-Log in-Log in"
248835,3549056,Annual,"Homepage-Log in"
248835,3615987,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
250430,3616473,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
253512,4694176,Annual,"Log in-Log in-Log in-Log in-Log in-Log in"
253512,4756248,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
253512,4756260,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
253512,4756328,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
253512,4756425,Annual,"Log in-Log in-Log in-Log in-Log in-Log in-Sign up-Log in-Homepage-Sign up"
253512,4756437,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
255892,3520714,Annual,"Log in-Log in-Log in-Log in-Homepage-Log in"
255892,3613405,Annual,"Homepage-Log in-Log in-Log in-Log in-Log in"
255892,3613544,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
256301,2842693,Monthly,"Courses-Courses-Courses-Log in-Courses-Log in-Log in-Log in-Log in-Log in-Homepage-Course certificate-Courses-Courses-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Upcoming courses-Homepage-Course certificate-Career tracks-Career track certificate-Courses-Courses-Courses-Courses-Career track certificate-Courses-Career track certificate-Courses-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Courses-Courses-Career tracks-Career tracks-Career tracks-Career tracks-Upcoming courses-Career tracks-Upcoming courses-Career tracks-Course certificate-Upcoming courses-Course certificate-Upcoming courses-Course certificate-Upcoming courses-Courses-Courses-Career tracks-Career track certificate"
256301,3671543,Monthly,"Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Homepage-Career track certificate-Career track certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Course certificate-Career tracks-Career tracks-Course certificate-Career track certificate-Course certificate-Course certificate-Course certificate-Career tracks-Course certificate-Homepage-Career track certificate"
256301,3671571,Monthly,"Course certificate-Courses-Course certificate-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Sign up-Sign up-Courses-Sign up-Courses-Sign up-Sign up-Sign up-Courses-Courses-Courses-Courses"
256301,3671582,Monthly,"Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Courses-Sign up-Courses-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up"
256301,3672983,Monthly,Checkout-Checkout-Checkout-Checkout
256301,3673591,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
256301,3673837,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
256301,3673975,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
256301,3674072,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
256312,3600681,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
256312,3601102,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
258989,4077968,Monthly,"Resources center-Other-Resources center-Resources center-Homepage-Resources center-Resources center-Resources center"
258989,4087562,Monthly,"Sign up-Sign up-Courses-Sign up"
258989,4119986,Monthly,"Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Other-Resources center-Resources center-Other-Resources center-Resources center-Resources center-Resources center-Courses-Resources center-Resources center-Other-Resources center-Resources center-Resources center-Resources center-Resources center-Other"
258989,4327132,Monthly,"Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Other-Resources center-Other-Resources center-Resources center-Resources center-Resources center-Resources center-Other-Resources center-Resources center"
258989,4343378,Monthly,"Resources center-Resources center-Resources center-Resources center-Other-Resources center-Resources center-Resources center-Resources center-Other-Resources center-Resources center"
258989,4383118,Monthly,"Courses-Sign up-Sign up-Sign up-Sign up-Sign up"
258989,4383504,Monthly,"Resources center-Other"
258989,4385546,Monthly,"Sign up-Sign up-Sign up-Sign up"
258989,4385563,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
258989,4385744,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
260579,3867430,Monthly,"Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Log in-Log in-Career tracks-Career tracks-Homepage-Career tracks-Homepage-Career tracks-Log in-Log in-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Career tracks-Pricing-Career tracks-Pricing-Pricing-Log in-Pricing-Log in-Log in-Sign up-Log in-Sign up-Log in-Log in-Log in-Log in-Log in-Log in-Career tracks-Career tracks-Log in-Log in-Log in-Log in-Log in-Log in-Career tracks-Career tracks-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in"
260579,3890828,Monthly,Checkout-Checkout-Checkout-Checkout
260579,3894506,Monthly,Checkout-Checkout-Checkout-Checkout
260579,3909436,Monthly,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
261077,3227814,Annual,"Resources center-Other"
261077,3461209,Annual,"Log in-Log in-Homepage-Log in-Log in-Log in-Log in-Log in"
261624,3758146,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
261624,3783659,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
262246,4365159,Monthly,"Homepage-Log in-Homepage-Log in-Homepage-Log in"
